Country,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Age Group,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Road Condition,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Region,Population Density
Brazil,2024,November,Sunday,Evening,Rural,Highway,Rainy,253.36448839930355,2,53,41-60,Male,0.2259189728267384,1,Poor,2,2,Severe,19,1,15.498891711668188,9050.864699570357,Dry,Drunk Driving,9,12135.234428338206,17874.416247130524,Australia,4360.25161428475
Brazil,2023,October,Saturday,Morning,Rural,Main Road,Clear,393.6093591717634,4,30,<18,Male,0.2000612830244459,1,Moderate,1,2,Minor,13,3,49.62033611812583,7756.54236094185,Snow-covered,Speeding,2,28013.525053876685,19514.853580983687,Europe,954.7425465358402
Brazil,2007,July,Thursday,Morning,Rural,Highway,Snowy,188.0163057805744,1,54,18-25,Female,0.1346371267111596,1,Moderate,2,1,Minor,19,0,23.391823503278047,2447.509899458116,Icy,Mechanical Failure,2,19256.815036723925,76759.1498697025,Europe,3386.8016000474486
Brazil,2006,August,Monday,Night,Rural,Highway,Foggy,253.58509467075223,3,32,61+,Female,0.1093892644076434,1,Good,0,1,Minor,19,4,42.02490465741592,9265.014451889976,Dry,Weather,6,10796.191351706892,78387.66880491804,Australia,4474.385084618341
Brazil,2013,December,Thursday,Afternoon,Rural,Main Road,Foggy,132.64370014251506,2,106,26-40,Male,0.1882889003089739,1,Poor,0,2,Minor,16,1,7.996151283673312,7315.722545130472,Icy,Drunk Driving,5,44874.8403237798,40118.72142824759,Asia,2402.380236578061
Brazil,2013,June,Monday,Afternoon,Urban,Highway,Windy,417.3017659280865,1,80,18-25,Female,0.1623620855633333,1,Moderate,0,0,Severe,4,2,55.6320345210247,4000.730174874029,Dry,Mechanical Failure,0,9328.549114812498,43609.4952284388,North America,280.39814372412025
Brazil,2002,December,Monday,Night,Urban,Street,Snowy,208.3270345652105,3,81,<18,Male,0.0122055697122409,0,Moderate,0,2,Moderate,16,2,26.91864915594489,4740.6313120347,Icy,Speeding,1,36328.92053609125,80903.81009071467,Asia,2631.130275001226
Brazil,2001,February,Friday,Night,Rural,Highway,Rainy,209.816395897318,2,89,<18,Female,0.11272762060197,1,Poor,1,1,Severe,16,1,24.600459294537288,8367.117852161018,Icy,Drunk Driving,0,32370.378276285537,25465.73333261385,Asia,4744.745466310297
Brazil,2003,July,Monday,Night,Rural,Main Road,Windy,120.73710078143652,1,52,41-60,Female,0.1359630614055655,0,Poor,2,0,Moderate,9,1,17.573968023814484,5329.035646598917,Dry,Speeding,4,38880.53920941343,29491.479971171357,South America,3659.859331483037
Brazil,2022,June,Tuesday,Afternoon,Urban,Main Road,Foggy,479.6568581733314,1,44,41-60,Female,0.0396339802732888,1,Moderate,0,2,Minor,10,4,39.20862426042548,4312.077891889812,Wet,Speeding,0,32903.04904733099,88086.77569721882,South America,1751.4930811769404
Brazil,2002,June,Thursday,Evening,Rural,Main Road,Snowy,225.37102685707276,2,100,41-60,Male,0.2087978357770956,0,Moderate,1,2,Minor,17,0,8.134184975689383,5326.2586716588985,Snow-covered,Distracted Driving,9,704.2638069481285,70738.14986481516,Europe,2322.536311598635
Brazil,2004,October,Thursday,Morning,Rural,Main Road,Rainy,193.72681816074493,4,68,26-40,Female,0.1820424223769746,1,Moderate,1,2,Minor,16,0,23.50830142743355,8035.638743300554,Wet,Weather,3,16843.730203427138,7245.948834748192,Europe,580.3680922521071
Brazil,2003,August,Wednesday,Afternoon,Rural,Highway,Rainy,170.71156457503287,3,63,61+,Female,0.2329401980544866,0,Moderate,0,2,Moderate,13,1,33.52544825810816,5670.343400327675,Icy,Mechanical Failure,3,33569.03389731083,58574.91367075525,Europe,1116.5431105309074
Brazil,2012,March,Sunday,Night,Urban,Highway,Snowy,444.0501813734179,4,77,41-60,Male,0.1491544273372768,0,Good,0,0,Minor,15,1,50.45092158378804,8904.865868244078,Dry,Speeding,8,41022.20305324636,86996.79613799452,Europe,1550.0871471167286
Brazil,2009,March,Thursday,Morning,Urban,Main Road,Clear,133.97422491797136,1,34,18-25,Male,0.0717808836473693,0,Poor,1,1,Moderate,11,0,46.99825745703951,9149.936871053897,Snow-covered,Drunk Driving,3,6860.289362298618,32439.73636068991,Australia,1328.819539218432
Brazil,2022,November,Sunday,Night,Urban,Street,Clear,108.42008316311627,3,44,41-60,Male,0.0452754669724045,1,Poor,1,2,Minor,7,4,58.56793735504194,4936.121955021684,Wet,Speeding,5,42002.84606066463,14324.113160358427,Asia,4109.940327307011
Brazil,2017,October,Tuesday,Evening,Urban,Main Road,Clear,143.30001621933414,2,77,41-60,Female,0.0513186238902529,0,Moderate,0,2,Severe,16,2,19.92311132515212,7257.441276143269,Icy,Weather,6,17713.554221110837,27953.94375947766,Europe,4583.96153896844
Brazil,2020,December,Friday,Evening,Rural,Highway,Clear,390.3963388980928,2,69,41-60,Female,0.2287982254231076,1,Moderate,1,2,Minor,5,3,31.504817535928183,8891.523797852213,Wet,Mechanical Failure,3,19556.72753946479,16997.904156518023,North America,1634.5718054496472
Brazil,2017,August,Wednesday,Afternoon,Urban,Main Road,Windy,274.2334318040732,4,88,41-60,Female,0.0391925958957769,1,Poor,0,1,Moderate,1,2,18.759026679912395,7441.771368491451,Icy,Drunk Driving,3,40698.07792781065,64515.05549629754,Europe,3289.4718080648886
Brazil,2014,April,Saturday,Morning,Urban,Main Road,Snowy,352.8982595344285,1,63,41-60,Female,0.1514309457753414,1,Poor,0,2,Severe,1,3,35.206511013722924,5894.386450635259,Dry,Drunk Driving,3,3410.558804305864,50513.56208326265,Australia,4714.275689914154
Brazil,2015,May,Sunday,Evening,Urban,Street,Windy,200.5455127349179,1,116,18-25,Male,0.1908340177721919,1,Poor,2,1,Severe,9,4,38.410614080228086,6476.831645963485,Snow-covered,Mechanical Failure,4,9986.717070557968,69743.97082296597,Australia,1853.2799122722697
Brazil,2008,February,Tuesday,Afternoon,Urban,Street,Snowy,61.17883501019497,4,39,41-60,Female,0.2246914465462121,1,Moderate,0,2,Moderate,3,0,31.589181146328908,4391.27600705521,Icy,Distracted Driving,0,32815.119218118765,33638.004455236194,North America,2004.4938374355413
Brazil,2024,June,Wednesday,Afternoon,Rural,Highway,Clear,296.509908070542,4,37,41-60,Male,0.1699352774843907,1,Moderate,2,2,Minor,8,2,43.87518515459572,4976.730688403316,Snow-covered,Mechanical Failure,2,17931.637726340316,89600.27161386736,Australia,1184.6621749840638
Brazil,2007,October,Monday,Evening,Urban,Highway,Snowy,224.78535928671656,2,86,<18,Male,0.1470724911777235,0,Good,2,1,Severe,5,4,18.31460803355032,3196.7997663235137,Icy,Speeding,3,34115.595173448186,13688.43425490681,Asia,1467.2210709724882
Brazil,2017,November,Saturday,Afternoon,Rural,Street,Foggy,281.9582610518123,1,77,26-40,Male,0.1388075605580913,1,Moderate,2,0,Severe,19,3,10.722303441731048,6287.023140977385,Snow-covered,Speeding,3,17522.279165622273,58754.545910762776,North America,3375.8357063963063
Brazil,2008,April,Monday,Afternoon,Rural,Street,Clear,58.666939829156064,2,55,18-25,Female,0.1465422390062591,0,Moderate,1,0,Severe,19,2,47.31125350746998,1318.2022143403583,Dry,Mechanical Failure,1,18994.88899520512,21085.11885272475,Australia,2270.2695494603954
Brazil,2023,January,Saturday,Night,Rural,Highway,Rainy,247.67872276541664,1,105,18-25,Male,0.1925471221129425,1,Moderate,0,2,Moderate,6,3,31.67056013938409,8003.408471225793,Wet,Weather,3,10273.4559109911,78721.22262076697,Asia,3237.172527159049
Brazil,2018,September,Wednesday,Night,Rural,Highway,Rainy,164.73567003269994,3,84,61+,Female,0.2109711942274274,1,Moderate,0,2,Severe,11,1,35.21340930275451,4652.508761005353,Icy,Drunk Driving,5,25217.20851230193,95953.5823166184,Europe,3324.402183312932
Brazil,2005,December,Sunday,Afternoon,Rural,Street,Snowy,240.6842181744034,3,35,61+,Female,0.0784151456492625,0,Good,1,0,Severe,12,2,13.71950466276143,6637.104484449649,Snow-covered,Drunk Driving,3,19215.24752968325,46077.12701508995,South America,4027.9514656164342
Brazil,2014,March,Sunday,Evening,Rural,Main Road,Snowy,486.5833199318399,2,94,18-25,Male,0.0220811734832356,0,Moderate,2,2,Minor,8,3,57.00246408807202,4664.134477005884,Snow-covered,Drunk Driving,5,41953.97197831274,34506.229817566484,Asia,3147.0399670831907
Brazil,2020,April,Friday,Morning,Rural,Street,Rainy,55.259369786349374,4,90,<18,Male,0.1501467749024432,1,Good,0,2,Minor,15,3,32.22549290285171,519.9959459038021,Snow-covered,Weather,6,37166.81415877423,78595.52208259057,Europe,2793.764918134066
Brazil,2014,June,Sunday,Afternoon,Urban,Main Road,Foggy,156.40083398986707,4,31,26-40,Female,0.0297312723088116,1,Poor,1,2,Moderate,4,3,42.00136500645266,121.61983829667513,Snow-covered,Distracted Driving,6,32310.55863746458,41205.9306335945,South America,1705.2655758997428
Brazil,2014,December,Thursday,Evening,Rural,Street,Snowy,166.12035735911013,4,81,18-25,Female,0.1469278804416029,0,Poor,0,1,Minor,8,4,46.94400153601362,4714.314161317465,Snow-covered,Drunk Driving,7,4451.54463307862,76245.09958775018,North America,1442.0298922681304
Brazil,2007,November,Saturday,Morning,Urban,Highway,Clear,285.2581543589432,2,64,<18,Male,0.0465849091441186,0,Moderate,2,2,Moderate,4,0,35.765467007594864,5343.11704810439,Snow-covered,Weather,9,39504.107219032674,23218.72088890282,Australia,927.8747988359644
Brazil,2023,April,Wednesday,Night,Rural,Highway,Rainy,434.2984654855652,3,70,<18,Male,0.0253431635621007,0,Poor,1,2,Minor,12,4,58.656948360256166,9132.402246180174,Wet,Mechanical Failure,4,5328.003812065953,77954.71525068147,North America,4937.767317461454
Brazil,2008,December,Tuesday,Afternoon,Rural,Street,Snowy,366.2405129400754,1,118,61+,Male,0.0444825613094904,1,Moderate,1,2,Moderate,18,1,26.54546171396789,3095.504687817929,Snow-covered,Mechanical Failure,6,22604.1613527528,2254.6841590190943,Europe,1005.4034142978072
Brazil,2019,January,Sunday,Afternoon,Urban,Street,Snowy,449.0645395644248,4,63,61+,Male,0.0725829542786483,1,Poor,0,0,Moderate,0,3,32.568998320718265,5122.6340521992615,Icy,Drunk Driving,2,9953.37279193454,8459.522842828741,North America,3406.732085428312
Brazil,2017,August,Thursday,Night,Urban,Street,Foggy,233.46580671208017,3,72,18-25,Male,0.2435598514375708,0,Good,2,1,Severe,4,1,39.74382636490873,1260.2495793359064,Dry,Mechanical Failure,4,26338.645277202824,62856.23938936198,North America,136.90010909382968
Brazil,2013,February,Tuesday,Afternoon,Urban,Main Road,Clear,399.7688960747605,1,80,<18,Male,0.0640118990222939,1,Good,1,2,Severe,15,2,8.849094067156988,204.603407593168,Snow-covered,Distracted Driving,0,33864.6743607504,89504.86726421057,South America,244.22331698610503
Brazil,2006,February,Wednesday,Afternoon,Rural,Main Road,Clear,229.5716527738304,4,87,61+,Male,0.0424655021241779,0,Good,1,0,Severe,1,0,19.098164111235366,3955.23901884078,Icy,Distracted Driving,1,28147.391913253417,73062.53568356352,Australia,389.3177132283212
Brazil,2022,August,Wednesday,Afternoon,Urban,Highway,Rainy,79.43940528319082,1,51,41-60,Male,0.0840307357044871,1,Good,2,1,Moderate,2,4,47.77756089418961,3329.815379722704,Wet,Weather,0,34523.04443567768,61537.068637468095,Asia,1664.684609675359
Brazil,2019,August,Saturday,Night,Rural,Highway,Clear,331.1047360362376,2,63,<18,Male,0.235251844682769,0,Moderate,1,2,Moderate,19,4,15.025852862478718,4258.234901909861,Snow-covered,Mechanical Failure,4,31831.179149938853,2068.8738721163554,Asia,2020.9107664108528
Brazil,2017,October,Thursday,Night,Urban,Highway,Rainy,57.67275587681454,1,64,18-25,Female,0.1715866398217037,1,Good,2,2,Moderate,7,3,39.76257622863219,1945.751079453075,Icy,Weather,1,30622.81885984903,74309.38116554591,Asia,2673.350276630032
Brazil,2003,February,Wednesday,Morning,Rural,Highway,Windy,426.07121926418137,2,31,26-40,Male,0.06979579574481,1,Good,1,2,Severe,8,3,11.352298400237396,9858.297408746232,Snow-covered,Distracted Driving,3,12361.792940784344,94862.32931652264,South America,1163.6878162345722
Brazil,2023,December,Thursday,Morning,Rural,Street,Rainy,228.0315176453875,1,80,18-25,Female,0.036820521812613,1,Poor,0,0,Severe,9,2,27.54164535876513,3066.4220156967503,Dry,Drunk Driving,3,43913.85135240869,63247.73871589339,North America,3237.470826848631
Brazil,2011,November,Thursday,Morning,Urban,Street,Rainy,368.1985515848552,3,47,<18,Female,0.1353590175802716,1,Poor,2,0,Severe,4,4,54.08735181279712,9339.442885924149,Wet,Drunk Driving,7,39291.53152205232,15428.215064283237,Asia,2471.2457121145267
Brazil,2024,November,Wednesday,Morning,Urban,Highway,Rainy,162.6304966241225,3,78,61+,Male,0.2217090551538751,1,Poor,1,0,Severe,8,4,25.35491977254311,4985.36218069493,Icy,Distracted Driving,4,11839.206120810972,10269.604203362054,South America,2286.5163665833293
Brazil,2019,December,Tuesday,Morning,Urban,Highway,Rainy,249.56479429630787,3,65,41-60,Female,0.005440589219252,0,Moderate,0,0,Moderate,13,1,31.308572953370785,7057.983206127259,Snow-covered,Speeding,9,26685.38374163596,51614.33167493901,North America,326.50688859642435
Brazil,2018,September,Thursday,Afternoon,Rural,Highway,Windy,433.86017868323177,1,32,<18,Female,0.0381964409666926,0,Good,0,2,Moderate,16,2,28.708260174003254,5536.013453039946,Dry,Weather,3,27809.759930702152,84035.0967547532,Europe,676.44042783998
Brazil,2011,September,Monday,Afternoon,Urban,Highway,Foggy,51.22251767888442,3,38,61+,Male,0.1936936354251941,0,Moderate,2,2,Severe,0,1,54.88973204295733,8729.546089341944,Icy,Drunk Driving,5,8775.790874971737,96291.91660643269,Asia,2364.763329120781
Brazil,2017,September,Saturday,Afternoon,Urban,Street,Foggy,180.4508502759961,1,68,<18,Male,0.0132149953807141,1,Moderate,2,1,Moderate,2,1,6.159222288768619,9727.039883377824,Dry,Drunk Driving,2,12480.854062661872,89038.70464390103,South America,438.7396964602437
Brazil,2017,February,Thursday,Morning,Urban,Highway,Snowy,173.80329846076427,3,115,18-25,Female,0.2286479932635194,1,Poor,1,2,Moderate,18,1,50.0215538113267,9422.704099747529,Wet,Weather,8,24506.502288657157,35882.07075792972,South America,736.0946700462707
Brazil,2022,September,Sunday,Night,Urban,Street,Foggy,175.16039231561433,3,45,18-25,Male,0.1466002800537674,1,Good,2,0,Severe,12,2,42.68981693502153,1457.7917790889417,Wet,Weather,6,20431.323564383107,62444.92982721204,North America,4142.348150696366
Brazil,2018,April,Saturday,Morning,Urban,Highway,Snowy,237.2918727554777,4,62,<18,Male,0.1141603210630512,0,Moderate,1,2,Minor,11,1,50.72659299401827,6312.511891866296,Wet,Distracted Driving,8,16346.429778527692,2457.0023696308103,Asia,664.3787392390536
Brazil,2024,February,Wednesday,Night,Urban,Highway,Foggy,160.11553906165912,4,99,61+,Female,0.0543087877192227,1,Moderate,2,0,Minor,12,4,31.596728974111805,859.6469083471559,Icy,Mechanical Failure,1,49172.12033086385,8983.152077073137,Europe,3724.5534947860738
Brazil,2004,July,Saturday,Evening,Rural,Main Road,Rainy,202.1480019929593,3,41,26-40,Male,0.001580761791587,1,Moderate,0,2,Minor,2,4,55.28035827485224,9600.478314037477,Icy,Distracted Driving,4,33986.66071023512,11879.969424637173,North America,731.6290311070892
Brazil,2014,October,Thursday,Afternoon,Rural,Highway,Foggy,127.4970395055177,1,97,<18,Male,0.0576083771266744,1,Good,1,2,Severe,12,3,45.60412588883768,2114.583428912856,Dry,Drunk Driving,5,45957.07969208148,57148.95377339673,Europe,3449.438147691766
Brazil,2005,April,Tuesday,Evening,Rural,Street,Foggy,57.96848994929872,2,86,<18,Male,0.0189327318130654,0,Moderate,2,2,Severe,19,1,51.05700683120501,3485.4357541051118,Icy,Distracted Driving,1,21383.335340000303,81219.9746415242,Asia,2435.922099179565
Brazil,2006,August,Tuesday,Night,Urban,Highway,Rainy,157.76780475883794,1,104,41-60,Male,0.0084602185279115,1,Poor,1,0,Severe,5,1,12.24419939985914,3454.7025044330157,Snow-covered,Drunk Driving,1,33281.33886322312,10103.471535596524,Asia,1052.3575233948263
Brazil,2010,March,Monday,Evening,Urban,Highway,Windy,163.04138574723197,4,58,18-25,Male,0.0965791058056725,0,Good,1,2,Moderate,17,2,40.43345259477773,3050.5656685266968,Snow-covered,Mechanical Failure,0,26233.626868755902,70196.92807700703,Asia,1369.0571674230127
Brazil,2013,December,Wednesday,Morning,Urban,Main Road,Windy,175.0744163497138,1,33,61+,Male,0.2031699921299422,0,Good,1,0,Minor,8,4,42.88159281776149,1453.2383541480783,Wet,Mechanical Failure,0,2345.6110245846808,40405.233273651575,Asia,3616.755191545296
Brazil,2023,October,Saturday,Evening,Rural,Highway,Clear,286.39053457107366,2,71,61+,Male,0.1596953624252872,0,Poor,0,0,Severe,8,1,29.751849545901106,9704.252905935233,Icy,Mechanical Failure,5,23027.10509655332,47692.41065233592,South America,4956.808908381994
Brazil,2011,May,Monday,Night,Urban,Street,Snowy,218.2869528800376,4,103,26-40,Male,0.1874326041000365,0,Poor,0,2,Moderate,17,4,28.111955738557462,5334.467490497309,Wet,Distracted Driving,8,35444.552791677364,72126.78982062363,Europe,1940.4132493404857
Brazil,2002,August,Sunday,Morning,Urban,Street,Rainy,451.02358780230594,4,117,41-60,Male,0.2381847113223568,0,Good,1,1,Moderate,4,1,31.74610151576377,8516.186651753933,Snow-covered,Drunk Driving,8,6428.542394657236,45633.00094346433,Europe,4133.303963616439
Brazil,2018,September,Monday,Evening,Urban,Main Road,Clear,251.2276295819985,1,38,41-60,Male,0.2290787403341604,1,Moderate,2,0,Moderate,0,3,22.243798362843823,4329.471156259335,Snow-covered,Weather,7,21421.76101745636,56464.40722841918,Europe,1587.6319827373122
Brazil,2011,December,Monday,Night,Rural,Main Road,Snowy,121.94213461554963,1,34,41-60,Male,0.035880638821193,1,Moderate,2,1,Moderate,10,2,9.639905090169918,4998.289831284906,Icy,Drunk Driving,9,11743.593506746794,31043.81019756139,Asia,593.1608838971014
Brazil,2020,April,Saturday,Night,Rural,Main Road,Clear,274.6310988137036,3,33,<18,Female,0.0441169756094779,1,Good,1,2,Severe,2,2,35.69168342681576,2966.83699125313,Dry,Distracted Driving,0,19367.516118575848,13786.804048049968,South America,989.5036259547404
Brazil,2023,April,Tuesday,Morning,Urban,Street,Windy,344.59711737062327,2,42,26-40,Male,0.1082344216727853,0,Poor,2,1,Moderate,2,1,11.333573902278967,9081.479317668272,Dry,Weather,6,34567.531406841896,14069.267019501143,South America,3541.648496950177
Brazil,2002,June,Sunday,Morning,Urban,Highway,Rainy,286.5714415749387,1,69,41-60,Female,0.0922231749675857,0,Good,0,2,Severe,3,3,45.83528339969379,5270.253907946132,Snow-covered,Mechanical Failure,8,38423.25130595314,59350.28236892559,Australia,1492.35967938344
Brazil,2015,July,Monday,Night,Rural,Main Road,Foggy,147.6635234365176,3,63,26-40,Female,0.0427862880077864,0,Moderate,2,1,Moderate,15,0,59.46369833884606,5063.69582604339,Wet,Mechanical Failure,9,5193.308854799415,21871.253373612617,Australia,3068.0812600012405
Brazil,2018,June,Thursday,Night,Rural,Street,Windy,143.96670551654532,2,99,18-25,Male,0.0506498644104655,0,Moderate,0,1,Severe,12,1,34.378777778525915,382.93289534150176,Wet,Weather,6,24998.69799700608,50750.23136179685,Asia,2342.897273619076
Brazil,2016,June,Wednesday,Morning,Urban,Highway,Foggy,85.37235337674278,3,86,26-40,Female,0.1327348600384519,1,Poor,0,2,Minor,5,0,17.49348584610501,7362.252690798085,Snow-covered,Speeding,4,27697.991731874088,5237.167991633794,Australia,4339.1929248626575
Brazil,2020,November,Monday,Morning,Urban,Main Road,Snowy,442.484216495589,1,45,18-25,Male,0.0179391227998882,0,Poor,1,2,Minor,4,2,51.83620154760592,7808.587817426212,Icy,Distracted Driving,2,21572.594696871995,69250.10977049678,Australia,1069.899483671589
Brazil,2005,April,Sunday,Evening,Urban,Street,Windy,344.0150889895496,4,46,41-60,Female,0.1148958960001713,1,Poor,2,1,Minor,13,1,22.099457387373885,7285.623250409063,Icy,Distracted Driving,7,6462.800638003245,40540.78535649231,North America,2629.840355062147
Brazil,2003,May,Tuesday,Afternoon,Urban,Highway,Snowy,158.900035884769,3,61,61+,Male,0.104138596345667,1,Moderate,0,1,Moderate,9,2,55.026534702403794,1088.648444770421,Snow-covered,Distracted Driving,9,27489.53375494501,80922.04069875422,Australia,2435.3634630736906
Brazil,2005,November,Tuesday,Afternoon,Urban,Street,Rainy,164.8406130780694,1,40,41-60,Male,0.2302455020913589,0,Moderate,2,0,Severe,15,0,35.8104009498816,3045.067652126376,Dry,Mechanical Failure,0,7682.137486619083,82742.47921694869,Asia,1378.729758848752
Brazil,2003,May,Sunday,Morning,Urban,Highway,Snowy,291.88218577409765,2,88,61+,Male,0.1877500068563118,0,Poor,0,1,Severe,5,1,35.62411182514067,8597.590395731304,Dry,Weather,1,7351.200553071008,15553.332286608533,Europe,516.7626968637562
Brazil,2011,July,Thursday,Afternoon,Rural,Main Road,Windy,59.260944080143325,3,35,41-60,Male,0.0430452777265696,0,Moderate,2,0,Moderate,9,1,23.28651303304259,7464.498632335963,Dry,Drunk Driving,6,36195.57685312112,21508.972761829395,Australia,4249.726612959656
Brazil,2002,March,Friday,Night,Urban,Street,Rainy,270.9143522652695,1,79,<18,Female,0.1251710898069656,1,Good,2,1,Moderate,7,4,36.893234956515165,923.3847201149114,Icy,Drunk Driving,6,16089.983074867409,1000.3350852608436,Europe,2377.833935026221
Brazil,2019,February,Monday,Evening,Urban,Street,Snowy,295.40900934960223,3,110,61+,Female,0.2448486437852331,1,Moderate,0,2,Minor,10,1,20.210508245221614,4304.818728085092,Wet,Weather,5,6861.974351311818,21159.55670877244,South America,3604.707605930501
Brazil,2007,December,Saturday,Evening,Urban,Highway,Clear,320.730855161215,2,30,<18,Male,0.2043074604219374,0,Good,2,2,Severe,13,2,14.519107750299892,6774.442409973957,Snow-covered,Speeding,4,19685.89840284777,68601.56303022798,South America,3377.4957785177203
Brazil,2012,December,Saturday,Morning,Urban,Street,Windy,94.1997945414813,1,112,26-40,Male,0.0814305426607309,1,Good,1,0,Severe,13,3,26.61626505319374,253.502949134379,Dry,Speeding,0,27417.35960773101,12759.15237579314,South America,2692.4994751291324
Brazil,2010,January,Sunday,Morning,Rural,Street,Rainy,496.30494787321817,2,33,<18,Male,0.1193627204559273,1,Good,1,0,Minor,14,0,11.712835168708184,2341.680445540214,Snow-covered,Speeding,3,27365.055107755157,52647.07804850156,Australia,3166.578754556687
Brazil,2011,August,Friday,Night,Urban,Main Road,Windy,355.3134276495512,3,112,41-60,Male,0.1132680859111606,0,Moderate,1,0,Minor,14,1,34.2772114389626,2119.5098888729,Wet,Distracted Driving,6,33768.696302496384,33761.3978508085,South America,2722.7955706436715
Brazil,2015,December,Monday,Evening,Rural,Main Road,Snowy,337.2482863821469,2,78,61+,Male,0.1858925761546992,1,Poor,2,1,Moderate,4,4,6.9229967846810645,7815.291468498664,Wet,Mechanical Failure,1,10066.730942627592,83743.48710369592,Asia,3929.377727394921
Brazil,2021,February,Sunday,Night,Urban,Street,Clear,192.2769235986664,4,35,18-25,Male,0.1779657878804431,0,Good,0,0,Severe,16,3,30.361491978315627,8261.946343878037,Snow-covered,Distracted Driving,0,40624.86334190075,61937.89150851213,Asia,3849.447496940075
Brazil,2000,November,Sunday,Morning,Urban,Highway,Clear,76.5892876880053,2,108,26-40,Male,0.1441672233746221,0,Moderate,1,1,Minor,12,0,25.12252893500421,2335.1894568263365,Snow-covered,Distracted Driving,7,35892.95054901225,99654.6037278189,South America,3440.572197245581
Brazil,2002,December,Saturday,Morning,Rural,Street,Rainy,310.86156182449747,3,116,18-25,Female,0.2100410473653896,1,Poor,2,2,Severe,4,1,14.17895146134882,158.60415274476458,Dry,Mechanical Failure,4,25115.242533076387,16926.359853057387,Europe,55.2518756838261
Brazil,2013,June,Thursday,Evening,Urban,Highway,Rainy,417.3165837853214,2,69,41-60,Female,0.18245070024107,0,Good,1,2,Moderate,2,2,55.3751591640656,9701.609344822777,Dry,Mechanical Failure,6,30469.476414930352,64323.8019157664,South America,573.5913042432941
Brazil,2024,June,Wednesday,Afternoon,Rural,Main Road,Snowy,340.3422613220727,4,61,26-40,Male,0.0874163983166949,1,Good,0,0,Minor,16,3,8.129827950651915,7932.793602012847,Dry,Drunk Driving,5,16624.404327822416,25701.40695115399,Asia,1430.8315883838864
Brazil,2022,January,Wednesday,Evening,Rural,Street,Snowy,53.63581805623159,1,85,26-40,Male,0.022199500464946,1,Poor,0,1,Moderate,1,3,38.98872099483094,3879.723036117774,Wet,Weather,4,45445.96102178797,18424.651991458788,South America,312.907733639949
Brazil,2022,January,Thursday,Afternoon,Rural,Highway,Snowy,263.94097539119787,1,44,26-40,Female,0.1397864797974768,1,Good,1,2,Severe,11,3,29.92456016203755,723.8580172554955,Wet,Distracted Driving,4,46183.23426739183,1612.8554340082103,North America,1176.7579324198716
Brazil,2010,November,Wednesday,Afternoon,Urban,Street,Clear,457.562623086133,4,114,61+,Male,0.0507883410312721,0,Moderate,0,1,Moderate,7,1,33.643328671756194,4189.970035429689,Snow-covered,Weather,0,6353.236122578763,70030.35807826219,Europe,3587.239759236216
Brazil,2020,January,Monday,Night,Rural,Main Road,Rainy,81.36000697501407,3,83,18-25,Female,0.0513144786680059,1,Moderate,0,2,Severe,15,4,8.574516443411122,941.3468111298066,Dry,Distracted Driving,1,23727.14420671435,13868.519999236978,North America,2935.085447523669
Brazil,2017,November,Monday,Afternoon,Rural,Street,Rainy,51.05369363625174,3,58,61+,Male,0.0931423481710063,1,Moderate,0,2,Moderate,1,2,8.997164041913344,3789.156087601111,Snow-covered,Mechanical Failure,0,9890.03720036534,67042.83934652338,Europe,2948.968012117707
Brazil,2011,May,Saturday,Afternoon,Urban,Street,Clear,199.16351075129728,4,119,26-40,Male,0.177524702476583,0,Moderate,0,1,Moderate,14,0,52.851145166756616,4136.793608243265,Snow-covered,Distracted Driving,8,2138.0306164938884,76757.07144660068,South America,2048.742988436844
Brazil,2019,August,Monday,Night,Rural,Street,Clear,123.53027560863784,1,53,61+,Male,0.1965247824977824,1,Good,1,2,Severe,19,1,57.08025380573624,5621.527833619491,Dry,Weather,5,34167.409823029506,28556.70276873694,South America,3365.13667544908
Brazil,2023,January,Tuesday,Evening,Rural,Main Road,Windy,185.713523501394,1,44,41-60,Female,0.1603708899863807,1,Poor,2,2,Minor,3,2,18.442031034529577,4902.009522002553,Icy,Weather,6,8861.06086092724,98583.30946168688,Australia,2840.550201956904
Brazil,2020,December,Saturday,Afternoon,Rural,Street,Rainy,429.8712854052136,1,86,18-25,Male,0.2377286043555447,1,Poor,0,1,Severe,0,3,49.83098436547002,1416.2254023924263,Icy,Mechanical Failure,2,17360.392751747993,13314.087265110871,North America,3164.701352039936
Brazil,2008,February,Tuesday,Afternoon,Urban,Main Road,Snowy,173.26438575596643,1,104,61+,Female,0.0359518609218445,1,Poor,0,1,Minor,11,0,9.711234597109543,980.7792942681972,Snow-covered,Mechanical Failure,2,12889.05030691925,9141.845745587025,Asia,2414.281054001912
Brazil,2003,December,Wednesday,Evening,Rural,Highway,Rainy,444.649201364983,1,96,41-60,Female,0.1990096609336833,0,Moderate,1,0,Severe,19,3,6.149954781528209,4356.653456440881,Wet,Speeding,1,37393.15432510559,86677.42442565771,Australia,3846.054228952981
